company_name,company_domain,cleaned_url,created_at,domain_age,votes_count,reviews_count,email_valid,email_guess,linkedin_enriched,linkedin_url,linkedin_follower_count,industry,industry_freq,employees,hq_country,hq_country_freq,hq_state,hq_city,lead_score,lead_score_final,founded_recently,shap_explanation,lead_score_predicted
Dynamic Mockups,dynamicmockups.com,https://dynamicmockups.com/,2025-07-01 07:01:00,0.01,444,0,1,contact@dynamicmockups.com,1,https://www.linkedin.com/company/dynamic-mockups,268.0,Software Development,0.5333333333333333,6.0,,0.2666666666666666,,,0.2227965927298343,0.389034393446893,1,"[{""feature"": ""industry_freq"", ""value"": 0.5333333333333333, ""impact"": 0.024538920270990475}, {""feature"": ""hq_country_freq"", ""value"": 0.2666666666666666, ""impact"": 0.0009837206322117708}, {""feature"": ""email_valid"", ""value"": 1.0, ""impact"": 0.03299309291372386}, {""feature"": ""linkedin_enriched"", ""value"": 1.0, ""impact"": 0.000513939682342526}, {""feature"": ""votes_count"", ""value"": 444.0, ""impact"": -0.02442137712480164}, {""feature"": ""reviews_count"", ""value"": 0.0, ""impact"": -0.05063422525078446}, {""feature"": ""linkedin_follower_count"", ""value"": 268.0, ""impact"": -0.02143322166068376}, {""feature"": ""employees"", ""value"": 6.0, ""impact"": -0.0056070252016070295}, {""feature"": ""domain_age"", ""value"": 0.01, ""impact"": -0.01329210519260313}, {""feature"": ""founded_recently"", ""value"": 1.0, ""impact"": -0.005144150638079737}]",0.3856185936331821
Rybbit,rybbit.io,https://www.rybbit.io/,2025-07-01 07:01:00,0.01,420,0,1,contact@rybbit.io,1,https://www.linkedin.com/company/tomato-gg,14.0,Computer Games,0.0222222222222222,6.0,,0.2666666666666666,,,0.1711587960933633,0.2909224806637569,1,"[{""feature"": ""industry_freq"", ""value"": 0.0222222222222222, ""impact"": -0.03873433770176133}, {""feature"": ""hq_country_freq"", ""value"": 0.2666666666666666, ""impact"": 0.0006690795150158616}, {""feature"": ""email_valid"", ""value"": 1.0, ""impact"": 0.03223561968415096}, {""feature"": ""linkedin_enriched"", ""value"": 1.0, ""impact"": 0.0005303812517215395}, {""feature"": ""votes_count"", ""value"": 420.0, ""impact"": -0.028381254452849843}, {""feature"": ""reviews_count"", ""value"": 0.0, ""impact"": -0.056814544311136056}, {""feature"": ""linkedin_follower_count"", ""value"": 14.0, ""impact"": -0.02778640278314318}, {""feature"": ""employees"", ""value"": 6.0, ""impact"": -0.005136175198761824}, {""feature"": ""domain_age"", ""value"": 0.01, ""impact"": -0.015045192457910162}, {""feature"": ""founded_recently"", ""value"": 1.0, ""impact"": -0.0060784446969693005}]",0.3025797520754211
Jotform Presentation Agents,jotform.com,https://www.jotform.com/ai/presentation-agent/,2025-06-30 07:01:00,0.01,409,0,1,contact@jotform.com,1,https://www.linkedin.com/company/jotform,222542.0,Software Development,0.5333333333333333,750.0,US,0.4444444444444444,California,San Francisco,0.2400943061251664,0.4219000821194393,1,"[{""feature"": ""industry_freq"", ""value"": 0.5333333333333333, ""impact"": 0.027206720775939174}, {""feature"": ""hq_country_freq"", ""value"": 0.4444444444444444, ""impact"": 0.008524368504731683}, {""feature"": ""email_valid"", ""value"": 1.0, ""impact"": 0.027510641420020774}, {""feature"": ""linkedin_enriched"", ""value"": 1.0, ""impact"": 0.0004095256044011977}, {""feature"": ""votes_count"", ""value"": 409.0, ""impact"": -0.020616625879402918}, {""feature"": ""reviews_count"", ""value"": 0.0, ""impact"": -0.04398544621201129}, {""feature"": ""linkedin_follower_count"", ""value"": 222542.0, ""impact"": 0.09610430292345376}, {""feature"": ""employees"", ""value"": 750.0, ""impact"": -0.007257136995435252}, {""feature"": ""domain_age"", ""value"": 0.01, ""impact"": -0.01362800612971316}, {""feature"": ""founded_recently"", ""value"": 1.0, ""impact"": -0.003097129441933551}]",0.5182922411917992
Picsart Ignite 2.0: AI for Creators,picsart.com,https://picsart.com/ignite/,2025-06-30 07:01:00,0.01,371,0,1,contact@picsart.com,1,https://www.linkedin.com/company/picsart,62287.0,Software Development,0.5333333333333333,750.0,US,0.4444444444444444,Florida,Miami,0.2380138676698854,0.4179472450587842,1,"[{""feature"": ""industry_freq"", ""value"": 0.5333333333333333, ""impact"": 0.025294737079255152}, {""feature"": ""hq_country_freq"", ""value"": 0.4444444444444444, ""impact"": 0.008868826730597195}, {""feature"": ""email_valid"", ""value"": 1.0, ""impact"": 0.028858883119796196}, {""feature"": ""linkedin_enriched"", ""value"": 1.0, ""impact"": 0.0004354649126374473}, {""feature"": ""votes_count"", ""value"": 371.0, ""impact"": -0.023604229612667244}, {""feature"": ""reviews_count"", ""value"": 0.0, ""impact"": -0.046369707028821316}, {""feature"": ""linkedin_follower_count"", ""value"": 62287.0, ""impact"": 0.026710439841230657}, {""feature"": ""employees"", ""value"": 750.0, ""impact"": -0.007195859394818803}, {""feature"": ""domain_age"", ""value"": 0.01, ""impact"": -0.014136885361060397}, {""feature"": ""founded_recently"", ""value"": 1.0, ""impact"": -0.004141289774270263}]",0.4418414063083434
Handit.ai,handit.ai,https://www.handit.ai/,2025-07-01 07:01:00,0.01,309,0,1,contact@handit.ai,1,https://www.linkedin.com/company/handit-ai,254.0,Software Development,0.5333333333333333,6.0,,0.2666666666666666,,,0.2198450187578961,0.3834263972315153,1,"[{""feature"": ""industry_freq"", ""value"": 0.5333333333333333, ""impact"": 0.02460723418076264}, {""feature"": ""hq_country_freq"", ""value"": 0.2666666666666666, ""impact"": 0.0009281462418989072}, {""feature"": ""email_valid"", ""value"": 1.0, ""impact"": 0.03302583960467018}, {""feature"": ""linkedin_enriched"", ""value"": 1.0, ""impact"": 0.000513939682342526}, {""feature"": ""votes_count"", ""value"": 309.0, ""impact"": -0.02562816002739257}, {""feature"": ""reviews_count"", ""value"": 0.0, ""impact"": -0.05095623763158478}, {""feature"": ""linkedin_follower_count"", ""value"": 254.0, ""impact"": -0.020677268739867336}, {""feature"": ""employees"", ""value"": 6.0, ""impact"": -0.005613217242029754}, {""feature"": ""domain_age"", ""value"": 0.01, ""impact"": -0.013277108795915007}, {""feature"": ""founded_recently"", ""value"": 1.0, ""impact"": -0.005138125197683823}]",0.38490606789206516
Well Extract,extract.wellapp.ai,https://extract.wellapp.ai/,2025-07-01 07:01:00,0.01,294,0,0,,1,https://www.linkedin.com/company/well-assembled-meetings,88.0,Events Services,0.0222222222222222,6.0,US,0.4444444444444444,Oregon,Lake Oswego,0.0772935615473993,0.1125783547519662,1,"[{""feature"": ""industry_freq"", ""value"": 0.0222222222222222, ""impact"": -0.033596627946179874}, {""feature"": ""hq_country_freq"", ""value"": 0.4444444444444444, ""impact"": 0.005276767348793025}, {""feature"": ""email_valid"", ""value"": 0.0, ""impact"": -0.0995265717354616}, {""feature"": ""linkedin_enriched"", ""value"": 1.0, ""impact"": 0.0006402970957828479}, {""feature"": ""votes_count"", ""value"": 294.0, ""impact"": -0.048581057391937875}, {""feature"": ""reviews_count"", ""value"": 0.0, ""impact"": -0.06574720313284262}, {""feature"": ""linkedin_follower_count"", ""value"": 88.0, ""impact"": -0.03398541126540901}, {""feature"": ""employees"", ""value"": 6.0, ""impact"": -0.00421609459048745}, {""feature"": ""domain_age"", ""value"": 0.01, ""impact"": -0.022265107300417083}, {""feature"": ""founded_recently"", ""value"": 1.0, ""impact"": -0.006099949453912106}]",0.13902006759297433
co.dev MCP,co.dev,https://www.co.dev/,2025-07-01 07:01:00,0.01,285,0,1,contact@co.dev,1,https://www.linkedin.com/company/microsoft,25647863.0,Software Development,0.5333333333333333,10000.0,US,0.4444444444444444,Washington,Redmond,0.528157217120925,0.9692201662554624,1,"[{""feature"": ""industry_freq"", ""value"": 0.5333333333333333, ""impact"": 0.025407575368646778}, {""feature"": ""hq_country_freq"", ""value"": 0.4444444444444444, ""impact"": 0.009503681665066526}, {""feature"": ""email_valid"", ""value"": 1.0, ""impact"": 0.024858895036029734}, {""feature"": ""linkedin_enriched"", ""value"": 1.0, ""impact"": 0.0003598420276021999}, {""feature"": ""votes_count"", ""value"": 285.0, ""impact"": -0.020127070782594576}, {""feature"": ""reviews_count"", ""value"": 0.0, ""impact"": -0.030450455537356903}, {""feature"": ""linkedin_follower_count"", ""value"": 25647863.0, ""impact"": 0.20858830197264777}, {""feature"": ""employees"", ""value"": 10000.0, ""impact"": 0.09872594589420866}, {""feature"": ""domain_age"", ""value"": 0.01, ""impact"": -0.007724857627343025}, {""feature"": ""founded_recently"", ""value"": 1.0, ""impact"": -0.0029543700749248576}]",0.7533085294271396
Foxylingo,apps.apple.com,https://apps.apple.com/us/app/foxylingo/id6737562838,2025-06-30 07:01:00,0.01,266,0,0,,0,,0.0,Unknown,0.0222222222222222,31.0,,0.2666666666666666,,,0.0180418557815554,0.0,1,"[{""feature"": ""industry_freq"", ""value"": 0.0222222222222222, ""impact"": -0.036499377454149204}, {""feature"": ""hq_country_freq"", ""value"": 0.2666666666666666, ""impact"": -0.0040399129700543}, {""feature"": ""email_valid"", ""value"": 0.0, ""impact"": -0.1095560028739985}, {""feature"": ""linkedin_enriched"", ""value"": 0.0, ""impact"": -0.019204752484478782}, {""feature"": ""votes_count"", ""value"": 266.0, ""impact"": -0.05280059228833933}, {""feature"": ""reviews_count"", ""value"": 0.0, ""impact"": -0.06960070243545083}, {""feature"": ""linkedin_follower_count"", ""value"": 0.0, ""impact"": -0.058073054890863}, {""feature"": ""employees"", ""value"": 31.0, ""impact"": -0.011427531075201437}, {""feature"": ""domain_age"", ""value"": 0.01, ""impact"": -0.021034349882393145}, {""feature"": ""founded_recently"", ""value"": 1.0, ""impact"": -0.0056111604520184405}]",0.059273589946983736
Lunacal,lunacal.ai,https://lunacal.ai/,2025-07-01 07:01:00,0.01,247,0,1,contact@lunacal.ai,1,https://www.linkedin.com/company/lunacal,200.0,Software Development,0.5333333333333333,31.0,,0.2666666666666666,,,0.2187391351344226,0.3813252162229922,1,"[{""feature"": ""industry_freq"", ""value"": 0.5333333333333333, ""impact"": 0.024581632489490503}, {""feature"": ""hq_country_freq"", ""value"": 0.2666666666666666, ""impact"": 0.0005208889028937039}, {""feature"": ""email_valid"", ""value"": 1.0, ""impact"": 0.034198583478185655}, {""feature"": ""linkedin_enriched"", ""value"": 1.0, ""impact"": 0.0005183766754473456}, {""feature"": ""votes_count"", ""value"": 247.0, ""impact"": -0.028596216020620582}, {""feature"": ""reviews_count"", ""value"": 0.0, ""impact"": -0.050329439081219285}, {""feature"": ""linkedin_follower_count"", ""value"": 200.0, ""impact"": -0.022244537295207718}, {""feature"": ""employees"", ""value"": 31.0, ""impact"": -0.007801485293344336}, {""feature"": ""domain_age"", ""value"": 0.01, ""impact"": -0.012781118123611022}, {""feature"": ""founded_recently"", ""value"": 1.0, ""impact"": -0.005280474839997219}]",0.37990723645498486
Folderly AI,generate.folderly.com,https://generate.folderly.com/,2025-07-01 07:01:00,0.01,242,0,0,,1,https://uk.linkedin.com/company/folderly,2266.0,Software Development,0.5333333333333333,125.0,US,0.4444444444444444,Delaware,Dover,0.1284749150255837,0.2098230246577282,1,"[{""feature"": ""industry_freq"", ""value"": 0.5333333333333333, ""impact"": 0.023407687008633122}, {""feature"": ""hq_country_freq"", ""value"": 0.4444444444444444, ""impact"": 0.005776802320421363}, {""feature"": ""email_valid"", ""value"": 0.0, ""impact"": -0.10403918265365064}, {""feature"": ""linkedin_enriched"", ""value"": 1.0, ""impact"": 0.0005711793446809882}, {""feature"": ""votes_count"", ""value"": 242.0, ""impact"": -0.045129602478765365}, {""feature"": ""reviews_count"", ""value"": 0.0, ""impact"": -0.058856872580913155}, {""feature"": ""linkedin_follower_count"", ""value"": 2266.0, ""impact"": -0.029377225242771803}, {""feature"": ""employees"", ""value"": 125.0, ""impact"": -0.007537874380634296}, {""feature"": ""domain_age"", ""value"": 0.01, ""impact"": -0.02057375109240335}, {""feature"": ""founded_recently"", ""value"": 1.0, ""impact"": -0.005102578486872113}]",0.2062596058108802
Minicule,minicule.com,https://minicule.com/,2025-07-01 07:01:00,0.01,220,0,1,contact@minicule.com,1,https://www.linkedin.com/company/minicule,16.0,Software Development,0.5333333333333333,6.0,CA,0.0666666666666666,ONTARIO,Ottawa,0.2078973823543165,0.3607258651184796,1,"[{""feature"": ""industry_freq"", ""value"": 0.5333333333333333, ""impact"": 0.023869142146900738}, {""feature"": ""hq_country_freq"", ""value"": 0.0666666666666666, ""impact"": -0.009889287507232641}, {""feature"": ""email_valid"", ""value"": 1.0, ""impact"": 0.032802616723994205}, {""feature"": ""linkedin_enriched"", ""value"": 1.0, ""impact"": 0.0005344046593462634}, {""feature"": ""votes_count"", ""value"": 220.0, ""impact"": -0.028374139898207633}, {""feature"": ""reviews_count"", ""value"": 0.0, ""impact"": -0.05178622577400852}, {""feature"": ""linkedin_follower_count"", ""value"": 16.0, ""impact"": -0.02501122587450987}, {""feature"": ""employees"", ""value"": 6.0, ""impact"": -0.005164632907245606}, {""feature"": ""domain_age"", ""value"": 0.01, ""impact"": -0.013012205741930908}, {""feature"": ""founded_recently"", ""value"": 1.0, ""impact"": -0.005245035770672581}]",0.36584443745745765
Dory,apps.apple.com,https://apps.apple.com/us/app/dory-app-switcher/id6746273626,2025-06-30 07:01:00,0.01,217,0,0,,1,https://www.linkedin.com/company/dory-foundation,375.0,Non-profit Organizations,0.0222222222222222,6.0,,0.2666666666666666,,,0.0667234825900215,0.092495184432405,1,"[{""feature"": ""industry_freq"", ""value"": 0.0222222222222222, ""impact"": -0.03408999971062359}, {""feature"": ""hq_country_freq"", ""value"": 0.2666666666666666, ""impact"": -0.003726641690203299}, {""feature"": ""email_valid"", ""value"": 0.0, ""impact"": -0.10280936919783319}, {""feature"": ""linkedin_enriched"", ""value"": 1.0, ""impact"": 0.0006439957897075349}, {""feature"": ""votes_count"", ""value"": 217.0, ""impact"": -0.05269122686990563}, {""feature"": ""reviews_count"", ""value"": 0.0, ""impact"": -0.06527069102545889}, {""feature"": ""linkedin_follower_count"", ""value"": 375.0, ""impact"": -0.02910524083676541}, {""feature"": ""employees"", ""value"": 6.0, ""impact"": -0.004551885968733889}, {""feature"": ""domain_age"", ""value"": 0.01, ""impact"": -0.02205020386738599}, {""feature"": ""founded_recently"", ""value"": 1.0, ""impact"": -0.00630180396336881}]",0.12716795922276003
Fabi.ai Workflows,fabi.ai,https://www.fabi.ai/,2025-06-30 07:01:00,0.01,200,0,1,contact@fabi.ai,1,https://www.linkedin.com/company/fabi-ai,2221.0,Software Development,0.5333333333333333,6.0,US,0.4444444444444444,CA,San Francisco,0.2263662116135944,0.395816676181729,1,"[{""feature"": ""industry_freq"", ""value"": 0.5333333333333333, ""impact"": 0.0246912526697593}, {""feature"": ""hq_country_freq"", ""value"": 0.4444444444444444, ""impact"": 0.007970297514273424}, {""feature"": ""email_valid"", ""value"": 1.0, ""impact"": 0.03286899619593492}, {""feature"": ""linkedin_enriched"", ""value"": 1.0, ""impact"": 0.0005125257959460012}, {""feature"": ""votes_count"", ""value"": 200.0, ""impact"": -0.031042254743078958}, {""feature"": ""reviews_count"", ""value"": 0.0, ""impact"": -0.05085360028266829}, {""feature"": ""linkedin_follower_count"", ""value"": 2221.0, ""impact"": -0.0247518278491043}, {""feature"": ""employees"", ""value"": 6.0, ""impact"": -0.005549249363523106}, {""feature"": ""domain_age"", ""value"": 0.01, ""impact"": -0.013021989939604989}, {""feature"": ""founded_recently"", ""value"": 1.0, ""impact"": -0.004945064399443153}]",0.38300011214938484
DemoDazzle,demodazzle.com,https://demodazzle.com/,2025-06-30 07:01:00,0.01,200,0,1,contact@demodazzle.com,1,https://no.linkedin.com/company/agami-technologies,3195.0,IT Services and IT Consulting,0.0444444444444444,5000.0,US,0.4444444444444444,Illinois,Naperville,0.227429912398849,0.3978377097166212,1,"[{""feature"": ""industry_freq"", ""value"": 0.0444444444444444, ""impact"": 0.0023808678190915897}, {""feature"": ""hq_country_freq"", ""value"": 0.4444444444444444, ""impact"": 0.008382051087796247}, {""feature"": ""email_valid"", ""value"": 1.0, ""impact"": 0.03411304873944674}, {""feature"": ""linkedin_enriched"", ""value"": 1.0, ""impact"": 0.00046497722214553503}, {""feature"": ""votes_count"", ""value"": 200.0, ""impact"": -0.03337826585217651}, {""feature"": ""reviews_count"", ""value"": 0.0, ""impact"": -0.04988926961668767}, {""feature"": ""linkedin_follower_count"", ""value"": 3195.0, ""impact"": -0.010492785634091383}, {""feature"": ""employees"", ""value"": 5000.0, ""impact"": -0.0017308444894701502}, {""feature"": ""domain_age"", ""value"": 0.01, ""impact"": -0.013057720849044725}, {""feature"": ""founded_recently"", ""value"": 1.0, ""impact"": -0.004449975767703209}]",0.3794631069817699
Mindly ,mindly-ai.com,https://www.mindly-ai.com/,2025-07-01 07:01:00,0.01,196,0,1,contact@mindly-ai.com,1,https://ee.linkedin.com/company/mindlyspace,1110.0,Mental Health Care,0.0222222222222222,1000.0,EE,0.0222222222222222,Harju County,Tallinn,0.1639888691920423,0.2772996057809231,1,"[{""feature"": ""industry_freq"", ""value"": 0.0222222222222222, ""impact"": -0.03734570443670641}, {""feature"": ""hq_country_freq"", ""value"": 0.0222222222222222, ""impact"": -0.012123804977697243}, {""feature"": ""email_valid"", ""value"": 1.0, ""impact"": 0.030542001114938305}, {""feature"": ""linkedin_enriched"", ""value"": 1.0, ""impact"": 0.000517378794029355}, {""feature"": ""votes_count"", ""value"": 196.0, ""impact"": -0.03905650902912991}, {""feature"": ""reviews_count"", ""value"": 0.0, ""impact"": -0.056795660893193496}, {""feature"": ""linkedin_follower_count"", ""value"": 1110.0, ""impact"": -0.02099470886848091}, {""feature"": ""employees"", ""value"": 1000.0, ""impact"": -0.007915086713668036}, {""feature"": ""domain_age"", ""value"": 0.01, ""impact"": -0.01608777268330515}, {""feature"": ""founded_recently"", ""value"": 1.0, ""impact"": -0.005917810837046192}]",0.28194334645521857
Retainr.io,retainr.io,https://www.retainr.io/,2025-06-30 07:01:00,0.01,176,0,1,contact@retainr.io,1,https://www.linkedin.com/company/fondohq,8164.0,Software Development,0.5333333333333333,125.0,US,0.4444444444444444,,San Francisco,0.2270779688142791,0.3971690162300072,1,"[{""feature"": ""industry_freq"", ""value"": 0.5333333333333333, ""impact"": 0.023810159792790525}, {""feature"": ""hq_country_freq"", ""value"": 0.4444444444444444, ""impact"": 0.008652235058091012}, {""feature"": ""email_valid"", ""value"": 1.0, ""impact"": 0.030624335800530388}, {""feature"": ""linkedin_enriched"", ""value"": 1.0, ""impact"": 0.0004600674140318814}, {""feature"": ""votes_count"", ""value"": 176.0, ""impact"": -0.0325506753555803}, {""feature"": ""reviews_count"", ""value"": 0.0, ""impact"": -0.04917710133175003}, {""feature"": ""linkedin_follower_count"", ""value"": 8164.0, ""impact"": -0.011807039619290865}, {""feature"": ""employees"", ""value"": 125.0, ""impact"": -0.006897042105103739}, {""feature"": ""domain_age"", ""value"": 0.01, ""impact"": -0.01435404555813875}, {""feature"": ""founded_recently"", ""value"": 1.0, ""impact"": -0.004143112964488359}]",0.39173880730673893
Bolt Connect,bolt.com,https://www.bolt.com/connect,2025-06-30 07:01:00,0.01,166,0,1,contact@bolt.com,1,https://www.linkedin.com/company/bolt-com,66941.0,Software Development,0.5333333333333333,125.0,US,0.4444444444444444,California,San Francisco,0.2273176801728415,0.3976244682716574,1,"[{""feature"": ""industry_freq"", ""value"": 0.5333333333333333, ""impact"": 0.024866116704571242}, {""feature"": ""hq_country_freq"", ""value"": 0.4444444444444444, ""impact"": 0.009450461955889802}, {""feature"": ""email_valid"", ""value"": 1.0, ""impact"": 0.029413480936717758}, {""feature"": ""linkedin_enriched"", ""value"": 1.0, ""impact"": 0.00043564194800435667}, {""feature"": ""votes_count"", ""value"": 166.0, ""impact"": -0.032401163740804706}, {""feature"": ""reviews_count"", ""value"": 0.0, ""impact"": -0.04704713767472034}, {""feature"": ""linkedin_follower_count"", ""value"": 66941.0, ""impact"": 0.025265191462838427}, {""feature"": ""employees"", ""value"": 125.0, ""impact"": -0.006846464609326277}, {""feature"": ""domain_age"", ""value"": 0.01, ""impact"": -0.01420871322592979}, {""feature"": ""founded_recently"", ""value"": 1.0, ""impact"": -0.004175408194876379}]",0.43187303178857633
Byterover,byterover.dev,https://byterover.dev/,2025-06-29 07:01:00,0.01,595,0,1,contact@byterover.dev,1,https://www.linkedin.com/company/1manbiz,8.0,Software Development,0.5333333333333333,6.0,,0.2666666666666666,,,0.2260958333071999,0.3953029568802998,1,"[{""feature"": ""industry_freq"", ""value"": 0.5333333333333333, ""impact"": 0.024540332121008153}, {""feature"": ""hq_country_freq"", ""value"": 0.2666666666666666, ""impact"": 0.0005296308341914684}, {""feature"": ""email_valid"", ""value"": 1.0, ""impact"": 0.031865348446363996}, {""feature"": ""linkedin_enriched"", ""value"": 1.0, ""impact"": 0.000514271227358323}, {""feature"": ""votes_count"", ""value"": 595.0, ""impact"": -0.0242991040404983}, {""feature"": ""reviews_count"", ""value"": 0.0, ""impact"": -0.05110433909204504}, {""feature"": ""linkedin_follower_count"", ""value"": 8.0, ""impact"": -0.02918748594383942}, {""feature"": ""employees"", ""value"": 6.0, ""impact"": -0.00529258384768683}, {""feature"": ""domain_age"", ""value"": 0.01, ""impact"": -0.011754530325965283}, {""feature"": ""founded_recently"", ""value"": 1.0, ""impact"": -0.004563605932182529}]",0.37836895889604893
MyLens.ai,mylens.ai,https://mylens.ai/,2025-06-29 07:01:00,0.01,572,0,1,contact@mylens.ai,1,https://www.linkedin.com/company/mylens-ai,183.0,Software Development,0.5333333333333333,1.0,,0.2666666666666666,,,0.2255443507915202,0.3942551390413493,1,"[{""feature"": ""industry_freq"", ""value"": 0.5333333333333333, ""impact"": 0.02399623930897279}, {""feature"": ""hq_country_freq"", ""value"": 0.2666666666666666, ""impact"": 0.0005121798618347384}, {""feature"": ""email_valid"", ""value"": 1.0, ""impact"": 0.03130355249676439}, {""feature"": ""linkedin_enriched"", ""value"": 1.0, ""impact"": 0.0004953776479750458}, {""feature"": ""votes_count"", ""value"": 572.0, ""impact"": -0.024226660892195974}, {""feature"": ""reviews_count"", ""value"": 0.0, ""impact"": -0.05145173033476264}, {""feature"": ""linkedin_follower_count"", ""value"": 183.0, ""impact"": -0.024093589316342128}, {""feature"": ""employees"", ""value"": 1.0, ""impact"": -0.005779754109890847}, {""feature"": ""domain_age"", ""value"": 0.01, ""impact"": -0.012883870499596621}, {""feature"": ""founded_recently"", ""value"": 1.0, ""impact"": -0.004701703993163796}]",0.380291065231345
Oboe,oboeapp.com,https://www.oboeapp.com/,2025-06-29 07:01:00,0.01,301,0,1,contact@oboeapp.com,1,https://www.linkedin.com/company/oboelabs,1037.0,Software Development,0.5333333333333333,6.0,US,0.4444444444444444,NY,New York City,0.2285651118007982,0.3999945907605511,1,"[{""feature"": ""industry_freq"", ""value"": 0.5333333333333333, ""impact"": 0.025099531896477047}, {""feature"": ""hq_country_freq"", ""value"": 0.4444444444444444, ""impact"": 0.007468656468780763}, {""feature"": ""email_valid"", ""value"": 1.0, ""impact"": 0.0330105480110635}, {""feature"": ""linkedin_enriched"", ""value"": 1.0, ""impact"": 0.0005083707730389304}, {""feature"": ""votes_count"", ""value"": 301.0, ""impact"": -0.02622386360405168}, {""feature"": ""reviews_count"", ""value"": 0.0, ""impact"": -0.05079403221494027}, {""feature"": ""linkedin_follower_count"", ""value"": 1037.0, ""impact"": -0.021545425353300136}, {""feature"": ""employees"", ""value"": 6.0, ""impact"": -0.005582315539908854}, {""feature"": ""domain_age"", ""value"": 0.01, ""impact"": -0.01428071140463645}, {""feature"": ""founded_recently"", ""value"": 1.0, ""impact"": -0.005004162199555948}]",0.389777623498386
Neura,neura-app.com,https://neura-app.com/,2025-06-29 07:01:00,0.01,291,0,1,contact@neura-app.com,1,https://www.linkedin.com/company/neura-robotics/,48780.0,Automation Machinery Manufacturing,0.0222222222222222,750.0,DE,0.0222222222222222,Deutschland,Metzingen,0.1639373027553157,0.2772016294521058,1,"[{""feature"": ""industry_freq"", ""value"": 0.0222222222222222, ""impact"": -0.03604590821600545}, {""feature"": ""hq_country_freq"", ""value"": 0.0222222222222222, ""impact"": -0.013001738986996416}, {""feature"": ""email_valid"", ""value"": 1.0, ""impact"": 0.02615112128874494}, {""feature"": ""linkedin_enriched"", ""value"": 1.0, ""impact"": 0.0004668040973936311}, {""feature"": ""votes_count"", ""value"": 291.0, ""impact"": -0.03474830088040714}, {""feature"": ""reviews_count"", ""value"": 0.0, ""impact"": -0.053946788503283945}, {""feature"": ""linkedin_follower_count"", ""value"": 48780.0, ""impact"": 0.007726455797172902}, {""feature"": ""employees"", ""value"": 750.0, ""impact"": -0.007733032985884671}, {""feature"": ""domain_age"", ""value"": 0.01, ""impact"": -0.01568144531225294}, {""feature"": ""founded_recently"", ""value"": 1.0, ""impact"": -0.005041397852053504}]",0.315266791480342
Leavoo,leavoo.com,https://www.leavoo.com/,2025-06-29 07:01:00,0.01,275,0,1,contact@leavoo.com,1,https://ru.linkedin.com/company/hit-pay?trk=similar-pages_result-card_full-click,8163.0,Financial Services,0.0222222222222222,31.0,SG,0.0222222222222222,Singapore,Singapore,0.1560800523055048,0.2622728385070901,1,"[{""feature"": ""industry_freq"", ""value"": 0.0222222222222222, ""impact"": -0.035108439731993714}, {""feature"": ""hq_country_freq"", ""value"": 0.0222222222222222, ""impact"": -0.013192128106877338}, {""feature"": ""email_valid"", ""value"": 1.0, ""impact"": 0.027241401175787258}, {""feature"": ""linkedin_enriched"", ""value"": 1.0, ""impact"": 0.0004668040973936311}, {""feature"": ""votes_count"", ""value"": 275.0, ""impact"": -0.03789842041911066}, {""feature"": ""reviews_count"", ""value"": 0.0, ""impact"": -0.05578406975740412}, {""feature"": ""linkedin_follower_count"", ""value"": 8163.0, ""impact"": -0.01146917746203447}, {""feature"": ""employees"", ""value"": 31.0, ""impact"": -0.008155114187118468}, {""feature"": ""domain_age"", ""value"": 0.01, ""impact"": -0.0160248084926732}, {""feature"": ""founded_recently"", ""value"": 1.0, ""impact"": -0.005060967250837065}]",0.2921361033598501
